time,current_response_time_percentile_50,current_response_time_percentile_95,current_response_time_average,current_max_response_time,current_min_response_time,current_fail_per_sec,fail_ratio,total_rps,user_count,avg_response_time,current_rps,max_response_time,median_response_time,min_response_time,num_failures,num_requests,custom_cpu_loadgenerator,custom_cpu_redis-cart,custom_cpu_checkoutservice,custom_cpu_recommendationservice,custom_cpu_paymentservice,custom_cpu_currencyservice,custom_cpu_emailservice,custom_cpu_productcatalogservice,custom_cpu_frontend,custom_cpu_cartservice,custom_cpu_shippingservice,custom_cpu_adservice,custom_cpu_coredns,custom_cpu_metrics-server,custom_cpu_local-path-provisioner,custom_cpu_prometheus-kube-prometheus-operator,custom_cpu_prometheus-kube-state-metrics,custom_cpu_prometheus-grafana,custom_monitored_count_coredns,custom_monitored_count_metrics-server,custom_monitored_count_local-path-provisioner,custom_monitored_count_loadgenerator,custom_monitored_count_prometheus-kube-prometheus-operator,custom_monitored_count_prometheus-kube-state-metrics,custom_monitored_count_prometheus-grafana,custom_monitored_count_redis-cart,custom_monitored_count_checkoutservice,custom_monitored_count_shippingservice,custom_monitored_count_cartservice,custom_monitored_count_adservice,custom_monitored_count_paymentservice,custom_monitored_count_emailservice,custom_monitored_count_recommendationservice,custom_monitored_count_frontend,custom_monitored_count_productcatalogservice,custom_monitored_count_currencyservice,custom_kubernetes_coredns_ordered,custom_kubernetes_coredns_ready,custom_kubernetes_metrics-server_ordered,custom_kubernetes_metrics-server_ready,custom_kubernetes_local-path-provisioner_ordered,custom_kubernetes_local-path-provisioner_ready,custom_kubernetes_loadgenerator_ordered,custom_kubernetes_loadgenerator_ready,custom_kubernetes_prometheus-kube-prometheus-operator_ordered,custom_kubernetes_prometheus-kube-prometheus-operator_ready,custom_kubernetes_prometheus-kube-state-metrics_ordered,custom_kubernetes_prometheus-kube-state-metrics_ready,custom_kubernetes_prometheus-grafana_ordered,custom_kubernetes_prometheus-grafana_ready,custom_kubernetes_redis-cart_ordered,custom_kubernetes_redis-cart_ready,custom_kubernetes_checkoutservice_ordered,custom_kubernetes_checkoutservice_ready,custom_kubernetes_shippingservice_ordered,custom_kubernetes_shippingservice_ready,custom_kubernetes_cartservice_ordered,custom_kubernetes_cartservice_ready,custom_kubernetes_adservice_ordered,custom_kubernetes_adservice_ready,custom_kubernetes_paymentservice_ordered,custom_kubernetes_paymentservice_ready,custom_kubernetes_emailservice_ordered,custom_kubernetes_emailservice_ready,custom_kubernetes_recommendationservice_ordered,custom_kubernetes_recommendationservice_ready,custom_kubernetes_frontend_ordered,custom_kubernetes_frontend_ready,custom_kubernetes_productcatalogservice_ordered,custom_kubernetes_productcatalogservice_ready,custom_kubernetes_currencyservice_ordered,custom_kubernetes_currencyservice_ready,elapsed,elapsed_min
1702811853.504845,3200.0,6800.0,3619,11000,1200,0.0,0.00020755500207555002,80.2,706,2228.7992269444367,80.2,11443.0,1800.0,24.0,2,9636,"[952.3045359042562, 1702811849.805]","[27.40130981322228, 1702811849.805]","[72.40772023249639, 1702811849.805]","[567.9425317705013, 1702811849.805]","[49.58767650019319, 1702811849.805]","[581.9550654809838, 1702811849.805]","[71.26446826143076, 1702811849.805]","[358.91032686965247, 1702811849.805]","[1007.4964325365099, 1702811849.805]","[315.087619490688, 1702811849.805]","[72.21207810436808, 1702811849.805]","[360.776730492091, 1702811849.805]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,16,21,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,217.4498131275177,3.624163552125295
1702811855.2727146,3500.0,7700.0,4060,13000,1700,0.0,0.0001985505807604487,78.0,740,2313.3603645376297,78.0,13136.0,1900.0,24.0,2,10073,"[977.6871627232968, 1702811854.857]","[39.287573567837896, 1702811854.857]","[60.014654588991874, 1702811854.857]","[540.5391327730086, 1702811854.857]","[42.58415587510747, 1702811854.857]","[604.1442332045477, 1702811854.857]","[67.8740756795104, 1702811854.857]","[357.77528785769476, 1702811854.857]","[1007.358987103845, 1702811854.857]","[298.9511851305867, 1702811854.857]","[74.24322829475915, 1702811854.857]","[396.0780900573005, 1702811854.857]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,219.21768283843994,3.653628047307332
1702811858.4104197,3500.0,7700.0,4060,13000,1700,0.0,0.0001985505807604487,78.0,740,2313.3603645376297,78.0,13136.0,1900.0,24.0,2,10073,"[977.6871627232968, 1702811856.346]","[39.287573567837896, 1702811856.346]","[60.014654588991874, 1702811856.346]","[540.5391327730086, 1702811856.346]","[42.58415587510747, 1702811856.346]","[604.1442332045477, 1702811856.346]","[67.8740756795104, 1702811856.346]","[357.77528785769476, 1702811856.346]","[1007.358987103845, 1702811856.346]","[298.9511851305867, 1702811856.346]","[74.24322829475915, 1702811856.346]","[396.0780900573005, 1702811856.346]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,222.35538792610168,3.7059231321016948
1702811867.9574842,3800.0,8700.0,4306,14000,1700,0.0,0.00018837713101629462,85.8,767,2422.0078740129657,85.8,13510.0,2000.0,24.0,2,10617,"[977.6871627232968, 1702811861.112]","[39.287573567837896, 1702811861.112]","[60.014654588991874, 1702811861.112]","[540.5391327730086, 1702811861.112]","[42.58415587510747, 1702811861.112]","[604.1442332045477, 1702811861.112]","[67.8740756795104, 1702811861.112]","[357.77528785769476, 1702811861.112]","[1007.358987103845, 1702811861.112]","[298.9511851305867, 1702811861.112]","[74.24322829475915, 1702811861.112]","[396.0780900573005, 1702811861.112]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,231.90245246887207,3.8650408744812013
1702811873.4428973,5000.0,8500.0,5394,15000,2400,0.0,0.00017823723375813208,62.1,800,2590.357821315273,62.1,15200.0,2200.0,24.0,2,11221,"[1002.0067475974317, 1702811869.43]","[54.85143136798328, 1702811869.43]","[60.014654588991874, 1702811869.43]","[543.5551892101246, 1702811869.43]","[40.3483238383832, 1702811869.43]","[644.4934931548922, 1702811869.43]","[80.16338071606049, 1702811869.43]","[361.1672510383635, 1702811869.43]","[1041.3391406299297, 1702811869.43]","[260.45226109342184, 1702811869.43]","[80.75181046997187, 1702811869.43]","[381.7295191360362, 1702811869.43]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,237.38786554336548,3.956464425722758
1702811875.4466524,4800.0,9900.0,5173,16000,1700,0.0,0.00016919042382201166,87.1,800,2702.277954584723,87.1,16186.0,2300.0,24.0,2,11821,"[1002.0067475974317, 1702811874.846]","[25.12063854648415, 1702811874.846]","[57.79069048658091, 1702811874.846]","[497.6758270815815, 1702811874.846]","[47.364056271114904, 1702811874.846]","[652.4489181845462, 1702811874.846]","[86.828768837909, 1702811874.846]","[364.1880066041874, 1702811874.846]","[1059.5518091409476, 1702811874.846]","[259.4051998073745, 1702811874.846]","[80.75181046997187, 1702811874.846]","[384.14984223862086, 1702811874.846]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,239.39162063598633,3.9898603439331053
1702811877.5236838,4800.0,9900.0,5173,16000,1700,0.0,0.00016919042382201166,87.1,800,2702.277954584723,87.1,16186.0,2300.0,24.0,2,11821,"[1002.0067475974317, 1702811876.535]","[25.12063854648415, 1702811876.535]","[57.79069048658091, 1702811876.535]","[497.6758270815815, 1702811876.535]","[47.364056271114904, 1702811876.535]","[652.4489181845462, 1702811876.535]","[86.828768837909, 1702811876.535]","[364.1880066041874, 1702811876.535]","[1059.5518091409476, 1702811876.535]","[259.4051998073745, 1702811876.535]","[80.75181046997187, 1702811876.535]","[384.14984223862086, 1702811876.535]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,12,20,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,12,4,20,4,8,3,12,6,241.468652009964,4.024477533499399
1702811886.2765832,3200.0,10000.0,4368,16000,1700,0.0,0.0001631188320691624,106.9,800,2742.01635437962,106.9,16186.0,2400.0,24.0,2,12261,"[1002.0067475974317, 1702811879.177]","[25.12063854648415, 1702811879.177]","[57.79069048658091, 1702811879.177]","[497.6758270815815, 1702811879.177]","[47.364056271114904, 1702811879.177]","[652.4489181845462, 1702811879.177]","[86.828768837909, 1702811879.177]","[364.1880066041874, 1702811879.177]","[1059.5518091409476, 1702811879.177]","[259.4051998073745, 1702811879.177]","[80.75181046997187, 1702811879.177]","[384.14984223862086, 1702811879.177]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,250.22155141830444,4.170359190305074
1702811895.3807287,4200.0,7700.0,4622,12000,1400,0.0,0.00015401201293700908,72.5,800,2843.3277228016923,72.5,16186.0,2500.0,24.0,2,12986,"[1047.8661104765176, 1702811889.417]","[29.58499893534564, 1702811889.417]","[72.77131259560481, 1702811889.417]","[510.9416584432889, 1702811889.417]","[56.79080540652172, 1702811889.417]","[670.3988676717589, 1702811889.417]","[88.21296813951467, 1702811889.417]","[363.2312677100571, 1702811889.417]","[1090.9409014665625, 1702811889.417]","[263.4117170081406, 1702811889.417]","[85.26898519387026, 1702811889.417]","[383.608120266413, 1702811889.417]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,259.32569694519043,4.322094949086507
1702811896.8131833,5100.0,9600.0,5677,13000,2600,0.0,0.00014614541468761417,68.1,800,2981.585745250994,68.1,16186.0,2700.0,24.0,2,13685,"[1032.2687648803703, 1702811896.237]","[29.58499893534564, 1702811896.237]","[72.77131259560481, 1702811896.237]","[553.4545185887164, 1702811896.237]","[51.43412910131635, 1702811896.237]","[649.7934899927106, 1702811896.237]","[73.96093079485358, 1702811896.237]","[368.3611569880783, 1702811896.237]","[977.6595971010368, 1702811896.237]","[261.11952353578346, 1702811896.237]","[81.06314899068393, 1702811896.237]","[337.77325974329864, 1702811896.237]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,260.7581515312195,4.345969192186991
1702811905.5646844,4900.0,9300.0,5231,13000,1800,0.0,0.00014433138485963774,85.1,800,2992.4108556883048,85.1,16186.0,2700.0,24.0,2,13857,"[1032.2687648803703, 1702811899.055]","[29.58499893534564, 1702811899.055]","[72.77131259560481, 1702811899.055]","[553.4545185887164, 1702811899.055]","[51.43412910131635, 1702811899.055]","[649.7934899927106, 1702811899.055]","[73.96093079485358, 1702811899.055]","[368.3611569880783, 1702811899.055]","[977.6595971010368, 1702811899.055]","[261.11952353578346, 1702811899.055]","[81.06314899068393, 1702811899.055]","[337.77325974329864, 1702811899.055]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,269.5096526145935,4.491827543576559
1702811908.342951,4400.0,8200.0,4525,12000,2000,0.0,0.0001376936316695353,79.5,800,3064.616857864071,79.5,16186.0,2800.0,24.0,2,14525,"[992.0990749798981, 1702811907.297]","[25.356746648891168, 1702811907.297]","[69.57037978325073, 1702811907.297]","[668.5754654179618, 1702811907.297]","[38.56461187842203, 1702811907.297]","[577.427978350184, 1702811907.297]","[79.16346619073641, 1702811907.297]","[357.65710016763785, 1702811907.297]","[1034.1530626657357, 1702811907.297]","[254.56795976827695, 1702811907.297]","[76.69084167360057, 1702811907.297]","[320.9659774020848, 1702811907.297]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,272.2879192829132,4.538131988048553
1702811917.7475007,4200.0,7500.0,4467,12000,2100,0.0,0.00013472549680026944,75.9,800,3091.1184816961068,75.9,16186.0,2800.0,24.0,2,14845,"[992.0990749798981, 1702811910.87]","[25.356746648891168, 1702811910.87]","[69.57037978325073, 1702811910.87]","[668.5754654179618, 1702811910.87]","[38.56461187842203, 1702811910.87]","[577.427978350184, 1702811910.87]","[79.16346619073641, 1702811910.87]","[357.65710016763785, 1702811910.87]","[1034.1530626657357, 1702811910.87]","[254.56795976827695, 1702811910.87]","[76.69084167360057, 1702811910.87]","[320.9659774020848, 1702811910.87]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,10,22,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,10,4,22,4,8,3,14,6,281.69246888160706,4.6948744813601175
1702811927.5552638,3000.0,5700.0,3315,7900,1400,0.0,0.00012615908660821296,103.9,800,3112.9008912604904,103.9,16186.0,2800.0,24.0,2,15853,"[1005.2164741258609, 1702811922.001]","[29.250793056283296, 1702811922.001]","[69.57037978325073, 1702811922.001]","[705.9231919331974, 1702811922.001]","[50.562974822723596, 1702811922.001]","[567.0966541678634, 1702811922.001]","[74.43143977229107, 1702811922.001]","[357.00172055615366, 1702811922.001]","[1072.8642525340724, 1702811922.001]","[250.74167422485434, 1702811922.001]","[77.74635903397589, 1702811922.001]","[344.20325755429224, 1702811922.001]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,291.50023198127747,4.858337199687957
1702811934.8416436,4200.0,7200.0,4414,11000,1400,0.0,0.00012067093037287318,81.1,800,3164.7459113957543,81.1,16186.0,2900.0,24.0,2,16574,"[1047.632059207614, 1702811928.389]","[29.250793056283296, 1702811928.389]","[88.01646170489332, 1702811928.389]","[651.0498635757685, 1702811928.389]","[50.72909144889698, 1702811928.389]","[583.2033673795203, 1702811928.389]","[75.35993375040287, 1702811928.389]","[373.73038894730706, 1702811928.389]","[1066.0364522733557, 1702811928.389]","[273.42987947733144, 1702811928.389]","[85.22614697331763, 1702811928.389]","[319.50321386622903, 1702811928.389]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,298.7866117954254,4.97977686325709
1702811937.0178027,3700.0,7500.0,4108,13000,1400,0.0,0.00011514767689561863,100.2,788,3204.1969666298173,100.2,16186.0,2900.0,24.0,2,17369,"[1072.8671593260622, 1702811935.899]","[29.400348627148755, 1702811935.899]","[88.01646170489332, 1702811935.899]","[671.5096668331413, 1702811935.899]","[52.71666224514438, 1702811935.899]","[632.6974678268201, 1702811935.899]","[75.35158990233977, 1702811935.899]","[375.9633160341693, 1702811935.899]","[1064.6662316575478, 1702811935.899]","[295.20836348955197, 1702811935.899]","[85.22614697331763, 1702811935.899]","[296.7275465927653, 1702811935.899]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,300.9627709388733,5.016046182314555
1702811938.730766,3100.0,7200.0,3781,13000,1600,0.0,0.00011408362329587588,92.6,783,3198.0426972473715,92.6,16186.0,2900.0,24.0,2,17531,"[1072.8671593260622, 1702811938.021]","[29.400348627148755, 1702811938.021]","[88.01646170489332, 1702811938.021]","[671.5096668331413, 1702811938.021]","[52.71666224514438, 1702811938.021]","[632.6974678268201, 1702811938.021]","[75.35158990233977, 1702811938.021]","[375.9633160341693, 1702811938.021]","[1064.6662316575478, 1702811938.021]","[295.20836348955197, 1702811938.021]","[85.22614697331763, 1702811938.021]","[296.7275465927653, 1702811938.021]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,302.6757342815399,5.0445955713589985
1702811943.2323444,3100.0,7200.0,3781,13000,1600,0.0,0.00011408362329587588,92.6,783,3198.0426972473715,92.6,16186.0,2900.0,24.0,2,17531,"[1072.8671593260622, 1702811939.734]","[29.400348627148755, 1702811939.734]","[88.01646170489332, 1702811939.734]","[671.5096668331413, 1702811939.734]","[52.71666224514438, 1702811939.734]","[632.6974678268201, 1702811939.734]","[75.35158990233977, 1702811939.734]","[375.9633160341693, 1702811939.734]","[1064.6662316575478, 1702811939.734]","[295.20836348955197, 1702811939.734]","[85.22614697331763, 1702811939.734]","[296.7275465927653, 1702811939.734]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,307.17731261253357,5.119621876875559
1702811945.7848039,2700.0,5500.0,2916,7400,120,0.0,0.00011047892614483787,101.0,400,3178.0910129829667,101.0,16186.0,2900.0,24.0,2,18103,"[1087.265527422248, 1702811943.342]","[29.651337413662322, 1702811943.342]","[74.85174646039377, 1702811943.342]","[688.5197869986533, 1702811943.342]","[58.26768450884093, 1702811943.342]","[644.0066217285582, 1702811943.342]","[71.27654957746273, 1702811943.342]","[369.5237637404544, 1702811943.342]","[1071.231384445515, 1702811943.342]","[272.73179646958926, 1702811943.342]","[79.38022241914183, 1702811943.342]","[272.92535522974936, 1702811943.342]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,309.72977209091187,5.1621628681818645
1702811946.328322,2100.0,4800.0,2187,6900,120,0.0,0.00010923589491506909,102.7,400,3152.300862958356,102.7,16186.0,2900.0,24.0,2,18309,"[1087.265527422248, 1702811945.853]","[29.651337413662322, 1702811945.853]","[74.85174646039377, 1702811945.853]","[557.9806193596024, 1702811945.853]","[58.26768450884093, 1702811945.853]","[644.0066217285582, 1702811945.853]","[71.27654957746273, 1702811945.853]","[369.5237637404544, 1702811945.853]","[1071.231384445515, 1702811945.853]","[272.73179646958926, 1702811945.853]","[79.38022241914183, 1702811945.853]","[272.92535522974936, 1702811945.853]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,310.2732901573181,5.171221502621969
1702811948.682529,1500.0,4700.0,1745,6900,63,0.0,0.00010817827780181739,106.1,400,3125.354453791354,106.1,16186.0,2900.0,24.0,2,18488,"[1087.265527422248, 1702811948.005]","[29.651337413662322, 1702811948.005]","[74.85174646039377, 1702811948.005]","[557.9806193596024, 1702811948.005]","[58.26768450884093, 1702811948.005]","[644.0066217285582, 1702811948.005]","[71.27654957746273, 1702811948.005]","[369.5237637404544, 1702811948.005]","[1071.231384445515, 1702811948.005]","[272.73179646958926, 1702811948.005]","[79.38022241914183, 1702811948.005]","[272.92535522974936, 1702811948.005]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,312.6274971961975,5.210458286603292
1702811955.4779723,1500.0,4700.0,1745,6900,63,0.0,0.00010817827780181739,106.1,400,3125.354453791354,106.1,16186.0,2900.0,24.0,2,18488,"[1087.265527422248, 1702811949.914]","[29.651337413662322, 1702811949.914]","[74.85174646039377, 1702811949.914]","[557.9806193596024, 1702811949.914]","[58.26768450884093, 1702811949.914]","[644.0066217285582, 1702811949.914]","[71.27654957746273, 1702811949.914]","[369.5237637404544, 1702811949.914]","[1071.231384445515, 1702811949.914]","[272.73179646958926, 1702811949.914]","[79.38022241914183, 1702811949.914]","[272.92535522974936, 1702811949.914]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,14,4,21,4,8,3,12,6,319.42294049263,5.323715674877167
1702811958.3836384,440.0,1000.0,487,2100,63,0.0,0.0001049097775912715,81.7,400,3046.600717056686,81.7,16186.0,2800.0,24.0,2,19064,"[993.5312856193763, 1702811956.108]","[30.762619249141032, 1702811956.108]","[87.6693717591751, 1702811956.108]","[504.4966436992399, 1702811956.108]","[53.122013353418644, 1702811956.108]","[657.2844445286815, 1702811956.108]","[80.38670632387912, 1702811956.108]","[391.4173750910897, 1702811956.108]","[1122.3617296656307, 1702811956.108]","[268.9421730774341, 1702811956.108]","[86.72469161666068, 1702811956.108]","[263.8466533559892, 1702811956.108]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,322.3286066055298,5.372143443425497
1702811965.2867599,560.0,1300.0,648,2100,97,0.0,0.00010366454154356503,74.4,400,3021.5498503998183,74.4,16186.0,2800.0,24.0,2,19293,"[993.5312856193763, 1702811958.66]","[30.762619249141032, 1702811958.66]","[87.6693717591751, 1702811958.66]","[504.4966436992399, 1702811958.66]","[53.122013353418644, 1702811958.66]","[657.2844445286815, 1702811958.66]","[80.38670632387912, 1702811958.66]","[391.4173750910897, 1702811958.66]","[1122.3617296656307, 1702811958.66]","[268.9421730774341, 1702811958.66]","[86.72469161666068, 1702811958.66]","[263.8466533559892, 1702811958.66]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,14,21,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,329.2317280769348,5.487195467948913
1702811966.2995784,610.0,1300.0,687,2400,79,0.0,0.00010070493454179255,75.8,400,2952.1435914497974,75.8,16186.0,2700.0,24.0,2,19860,"[993.5312856193763, 1702811965.399]","[30.290654008178556, 1702811965.399]","[88.16808630530139, 1702811965.399]","[487.1820609218748, 1702811965.399]","[41.68142906056459, 1702811965.399]","[758.8892718902232, 1702811965.399]","[85.80693359900918, 1702811965.399]","[387.2420500826559, 1702811965.399]","[1129.0824698355839, 1702811965.399]","[296.6786268947563, 1702811965.399]","[87.69753774516981, 1702811965.399]","[245.25728495925586, 1702811965.399]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,330.2445466518402,5.50407577753067
1702811968.1317496,520.0,1100.0,569,2400,79,0.0,9.995002498750625e-05,81.0,400,2933.3076662488684,81.0,16186.0,2700.0,24.0,2,20010,"[993.5312856193763, 1702811967.441]","[30.290654008178556, 1702811967.441]","[88.16808630530139, 1702811967.441]","[487.1820609218748, 1702811967.441]","[41.68142906056459, 1702811967.441]","[758.8892718902232, 1702811967.441]","[85.80693359900918, 1702811967.441]","[387.2420500826559, 1702811967.441]","[1129.0824698355839, 1702811967.441]","[296.6786268947563, 1702811967.441]","[87.69753774516981, 1702811967.441]","[245.25728495925586, 1702811967.441]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,332.07671785354614,5.534611964225769
1702811973.2306378,520.0,1100.0,569,2400,79,0.0,9.995002498750625e-05,81.0,400,2933.3076662488684,81.0,16186.0,2700.0,24.0,2,20010,"[993.5312856193763, 1702811969.728]","[30.290654008178556, 1702811969.728]","[88.16808630530139, 1702811969.728]","[487.1820609218748, 1702811969.728]","[41.68142906056459, 1702811969.728]","[758.8892718902232, 1702811969.728]","[85.80693359900918, 1702811969.728]","[387.2420500826559, 1702811969.728]","[1129.0824698355839, 1702811969.728]","[296.6786268947563, 1702811969.728]","[87.69753774516981, 1702811969.728]","[245.25728495925586, 1702811969.728]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,337.17560601234436,5.619593433539072
1702811976.229069,470.0,1000.0,521,1600,79,0.0,9.769441187964049e-05,83.4,400,2879.9987113216002,83.4,16186.0,2600.0,24.0,2,20472,"[906.4640799685317, 1702811973.414]","[30.22678073673529, 1702811973.414]","[76.31300833082813, 1702811973.414]","[498.1738592877538, 1702811973.414]","[41.58974719586466, 1702811973.414]","[735.9220756804068, 1702811973.414]","[83.45353844962418, 1702811973.414]","[384.0806387516441, 1702811973.414]","[1100.888568690423, 1702811973.414]","[327.7838806478243, 1702811973.414]","[84.44538613743269, 1702811973.414]","[221.61471720524423, 1702811973.414]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,340.1740372180939,5.669567286968231
1702811976.998546,500.0,1000.0,546,1600,63,0.0,9.650646593321752e-05,79.4,400,2851.0755152917422,79.4,16186.0,2600.0,24.0,2,20724,"[906.4640799685317, 1702811976.32]","[30.22678073673529, 1702811976.32]","[76.31300833082813, 1702811976.32]","[498.1738592877538, 1702811976.32]","[41.58974719586466, 1702811976.32]","[735.9220756804068, 1702811976.32]","[83.45353844962418, 1702811976.32]","[384.0806387516441, 1702811976.32]","[1100.888568690423, 1702811976.32]","[327.7838806478243, 1702811976.32]","[84.44538613743269, 1702811976.32]","[221.61471720524423, 1702811976.32]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,340.94351410865784,5.682391901810964
1702811979.656783,500.0,1000.0,546,1600,63,0.0,9.650646593321752e-05,79.4,400,2851.0755152917422,79.4,16186.0,2600.0,24.0,2,20724,"[906.4640799685317, 1702811978.322]","[30.22678073673529, 1702811978.322]","[76.31300833082813, 1702811978.322]","[498.1738592877538, 1702811978.322]","[41.58974719586466, 1702811978.322]","[735.9220756804068, 1702811978.322]","[83.45353844962418, 1702811978.322]","[384.0806387516441, 1702811978.322]","[1100.888568690423, 1702811978.322]","[327.7838806478243, 1702811978.322]","[84.44538613743269, 1702811978.322]","[221.61471720524423, 1702811978.322]",,,,,,,,,,1,,,,1,2,2,12,27,3,5,11,23,8,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,4,3,3,2,4,2,11,4,23,4,8,3,14,6,343.60175132751465,5.726695855458577
